freq,psd_x,psd_y,psd_z,psd_xyz
119.0,2.650e+04,5.926e+04,2.941e+03,8.870e+04
120.5,2.431e+04,5.329e+04,2.430e+03,8.003e+04
122.0,2.073e+04,4.306e+04,2.328e+03,6.612e+04
123.6,1.887e+04,3.565e+04,2.279e+03,5.680e+04
125.1,2.220e+04,3.377e+04,2.067e+03,5.804e+04
126.6,2.799e+04,3.061e+04,2.064e+03,6.066e+04
128.1,3.309e+04,2.576e+04,2.181e+03,6.103e+04
129.7,3.706e+04,2.195e+04,2.416e+03,6.143e+04
131.2,3.689e+04,2.481e+04,2.746e+03,6.445e+04
132.7,1.957e+04,2.072e+04,1.710e+03,4.200e+04
134.2,1.759e+03,3.342e+03,2.645e+02,5.365e+03
135.8,1.687e+02,9.965e+02,1.647e+02,1.330e+03
137.3,1.714e+02,1.326e+03,1.870e+02,1.685e+03
138.8,2.230e+02,1.940e+03,2.091e+02,2.372e+03
140.3,2.664e+02,2.744e+03,2.251e+02,3.236e+03
141.9,2.694e+02,3.316e+03,2.405e+02,3.826e+03
143.4,2.663e+02,3.496e+03,2.159e+02,3.978e+03
144.9,2.549e+02,4.089e+03,2.143e+02,4.558e+03
146.4,1.953e+02,4.165e+03,2.141e+02,4.574e+03
148.0,1.268e+02,4.004e+03,2.115e+02,4.342e+03
149.5,7.897e+01,4.018e+03,2.105e+02,4.308e+03
151.0,6.586e+01,4.027e+03,2.049e+02,4.298e+03
152.5,6.448e+01,3.713e+03,2.015e+02,3.979e+03
154.1,5.781e+01,3.413e+03,2.025e+02,3.674e+03
155.6,4.864e+01,3.065e+03,1.828e+02,3.296e+03
157.1,4.390e+01,2.877e+03,1.748e+02,3.096e+03
158.6,3.986e+01,2.657e+03,1.759e+02,2.873e+03
160.2,4.529e+01,2.291e+03,1.748e+02,2.511e+03
161.7,6.245e+01,2.097e+03,2.133e+02,2.372e+03
163.2,6.994e+01,2.024e+03,2.864e+02,2.380e+03
164.7,7.482e+01,2.037e+03,3.983e+02,2.510e+03
166.3,7.558e+01,2.083e+03,5.583e+02,2.717e+03
167.8,7.475e+01,2.191e+03,6.899e+02,2.955e+03
169.3,7.995e+01,2.260e+03,7.553e+02,3.095e+03
170.9,1.046e+02,2.619e+03,8.578e+02,3.581e+03
172.4,1.355e+02,3.344e+03,9.468e+02,4.426e+03
173.9,1.596e+02,3.460e+03,9.019e+02,4.522e+03
175.4,1.701e+02,3.012e+03,7.790e+02,3.961e+03
177.0,1.934e+02,2.843e+03,7.725e+02,3.809e+03
178.5,2.158e+02,2.824e+03,6.983e+02,3.738e+03
180.0,2.241e+02,2.755e+03,6.489e+02,3.628e+03
181.5,2.274e+02,2.805e+03,6.247e+02,3.657e+03
183.1,2.324e+02,2.822e+03,6.391e+02,3.694e+03
184.6,2.350e+02,2.854e+03,6.390e+02,3.728e+03
186.1,2.237e+02,2.879e+03,6.304e+02,3.733e+03
187.6,2.123e+02,2.870e+03,6.433e+02,3.725e+03
189.2,2.217e+02,2.870e+03,7.590e+02,3.851e+03
190.7,2.294e+02,3.083e+03,7.901e+02,4.102e+03
192.2,2.412e+02,3.041e+03,8.018e+02,4.084e+03
193.7,2.536e+02,2.556e+03,6.380e+02,3.447e+03
195.3,2.754e+02,2.551e+03,5.389e+02,3.365e+03
196.8,3.254e+02,2.463e+03,5.097e+02,3.298e+03
198.3,3.758e+02,2.241e+03,4.567e+02,3.074e+03
199.8,4.658e+02,1.904e+03,4.099e+02,2.780e+03
