freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.778e+00,7.967e+00,1.925e+03,1.941e+03
1.5,1.443e+01,1.655e+01,1.081e+03,1.112e+03
3.1,1.377e+01,1.658e+01,4.852e+01,7.887e+01
4.6,1.770e+01,1.799e+01,9.188e+02,9.545e+02
6.1,2.023e+01,2.329e+01,3.474e+03,3.518e+03
7.6,1.922e+01,2.868e+01,4.674e+03,4.722e+03
9.2,2.178e+01,2.113e+01,6.626e+03,6.669e+03
10.7,2.227e+01,2.014e+01,9.540e+03,9.583e+03
12.2,2.483e+01,1.820e+01,1.279e+04,1.283e+04
13.7,2.622e+01,1.791e+01,1.650e+04,1.655e+04
15.3,2.779e+01,1.836e+01,2.062e+04,2.067e+04
16.8,2.715e+01,1.931e+01,2.511e+04,2.516e+04
18.3,2.698e+01,1.936e+01,3.101e+04,3.105e+04
19.8,2.981e+01,2.339e+01,3.897e+04,3.902e+04
21.4,3.034e+01,2.623e+01,4.976e+04,4.982e+04
22.9,2.976e+01,3.092e+01,6.164e+04,6.170e+04
24.4,3.243e+01,3.597e+01,6.682e+04,6.688e+04
25.9,3.256e+01,4.231e+01,6.594e+04,6.601e+04
27.5,3.167e+01,3.945e+01,6.755e+04,6.762e+04
29.0,3.297e+01,3.015e+01,8.136e+04,8.142e+04
30.5,4.218e+01,2.191e+01,9.677e+04,9.683e+04
32.1,6.515e+01,2.266e+01,1.128e+05,1.129e+05
33.6,7.532e+01,2.449e+01,1.316e+05,1.317e+05
35.1,6.609e+01,2.799e+01,1.524e+05,1.525e+05
36.6,7.900e+01,3.081e+01,1.747e+05,1.748e+05
38.2,8.785e+01,2.992e+01,2.014e+05,2.016e+05
39.7,8.517e+01,2.955e+01,2.332e+05,2.333e+05
41.2,7.338e+01,3.984e+01,2.695e+05,2.696e+05
42.7,5.931e+01,5.574e+01,3.139e+05,3.141e+05
44.3,3.770e+01,9.575e+01,3.711e+05,3.713e+05
45.8,2.592e+01,1.457e+02,4.418e+05,4.420e+05
47.3,2.300e+01,2.100e+02,5.349e+05,5.351e+05
48.8,4.273e+01,3.421e+02,6.590e+05,6.594e+05
50.4,1.121e+02,4.675e+02,7.981e+05,7.987e+05
51.9,2.878e+02,6.334e+02,1.013e+06,1.014e+06
53.4,3.686e+02,1.012e+03,1.261e+06,1.262e+06
54.9,4.518e+02,1.070e+03,1.497e+06,1.498e+06
56.5,8.507e+02,1.023e+03,1.876e+06,1.878e+06
58.0,1.210e+03,1.464e+03,2.585e+06,2.587e+06
59.5,2.148e+03,2.542e+03,3.939e+06,3.943e+06
61.1,4.475e+03,7.321e+03,6.494e+06,6.505e+06
62.6,8.189e+03,1.723e+04,8.759e+06,8.784e+06
64.1,1.026e+04,2.040e+04,8.324e+06,8.355e+06
65.6,9.879e+03,1.549e+04,6.570e+06,6.596e+06
67.2,9.878e+03,1.146e+04,5.751e+06,5.772e+06
68.7,1.234e+04,9.901e+03,5.438e+06,5.460e+06
70.2,1.661e+04,1.086e+04,4.765e+06,4.792e+06
71.7,2.285e+04,1.132e+04,3.939e+06,3.974e+06
73.3,2.808e+04,1.172e+04,3.183e+06,3.223e+06
74.8,3.170e+04,1.023e+04,2.692e+06,2.734e+06
76.3,2.964e+04,7.359e+03,2.377e+06,2.414e+06
77.8,2.223e+04,4.818e+03,2.143e+06,2.170e+06
79.4,1.413e+04,2.978e+03,1.930e+06,1.947e+06
80.9,8.149e+03,2.396e+03,1.669e+06,1.679e+06
82.4,5.419e+03,3.295e+03,1.451e+06,1.460e+06
83.9,5.078e+03,4.121e+03,1.303e+06,1.312e+06
85.5,5.261e+03,3.905e+03,1.187e+06,1.197e+06
87.0,5.008e+03,2.666e+03,1.097e+06,1.105e+06
88.5,4.551e+03,1.753e+03,9.999e+05,1.006e+06
90.1,4.259e+03,1.403e+03,9.107e+05,9.164e+05
91.6,4.010e+03,1.228e+03,8.247e+05,8.299e+05
93.1,3.411e+03,1.259e+03,7.340e+05,7.387e+05
94.6,2.830e+03,1.472e+03,6.413e+05,6.456e+05
96.2,2.277e+03,1.820e+03,5.702e+05,5.743e+05
97.7,1.898e+03,2.864e+03,5.314e+05,5.362e+05
99.2,1.512e+03,4.010e+03,4.737e+05,4.793e+05
100.7,1.921e+03,3.203e+03,4.606e+05,4.657e+05
102.3,2.788e+03,2.297e+03,4.948e+05,4.999e+05
103.8,1.889e+03,4.013e+03,4.935e+05,4.994e+05
105.3,1.748e+03,6.793e+03,4.890e+05,4.975e+05
106.8,2.599e+03,6.350e+03,4.721e+05,4.810e+05
108.4,2.447e+03,4.876e+03,4.511e+05,4.584e+05
109.9,2.216e+03,5.173e+03,4.233e+05,4.307e+05
111.4,2.401e+03,4.353e+03,3.849e+05,3.917e+05
112.9,2.012e+03,4.172e+03,3.613e+05,3.674e+05
114.5,1.320e+03,5.261e+03,3.378e+05,3.444e+05
116.0,1.190e+03,5.593e+03,3.139e+05,3.207e+05
117.5,1.387e+03,4.556e+03,2.839e+05,2.899e+05
119.1,1.993e+03,4.027e+03,2.376e+05,2.436e+05
120.6,2.755e+03,4.582e+03,1.914e+05,1.987e+05
122.1,2.209e+03,4.599e+03,1.521e+05,1.589e+05
123.6,1.729e+03,5.177e+03,1.230e+05,1.299e+05
125.2,1.496e+03,4.801e+03,1.006e+05,1.069e+05
126.7,1.535e+03,3.543e+03,8.073e+04,8.581e+04
128.2,1.580e+03,2.630e+03,6.604e+04,7.025e+04
129.7,1.577e+03,2.057e+03,5.463e+04,5.826e+04
131.3,1.780e+03,2.858e+03,4.637e+04,5.100e+04
132.8,1.377e+03,3.170e+03,2.573e+04,3.028e+04
134.3,5.795e+02,1.311e+03,4.360e+03,6.251e+03
135.8,7.982e+02,1.310e+03,2.291e+03,4.400e+03
137.4,9.680e+02,1.687e+03,2.679e+03,5.334e+03
138.9,8.780e+02,2.586e+03,3.029e+03,6.493e+03
140.4,6.463e+02,3.299e+03,2.886e+03,6.831e+03
141.9,5.852e+02,3.565e+03,2.682e+03,6.832e+03
143.5,5.413e+02,2.967e+03,2.327e+03,5.835e+03
145.0,5.338e+02,2.908e+03,2.119e+03,5.561e+03
146.5,6.108e+02,2.610e+03,2.312e+03,5.533e+03
148.1,6.139e+02,2.487e+03,2.572e+03,5.674e+03
149.6,5.583e+02,2.858e+03,2.870e+03,6.286e+03
151.1,4.957e+02,2.858e+03,2.735e+03,6.088e+03
152.6,4.213e+02,2.968e+03,2.539e+03,5.929e+03
154.2,3.393e+02,3.038e+03,2.645e+03,6.021e+03
155.7,3.064e+02,2.433e+03,2.583e+03,5.322e+03
157.2,3.126e+02,1.759e+03,2.469e+03,4.541e+03
158.7,3.541e+02,1.243e+03,2.314e+03,3.911e+03
160.3,4.211e+02,1.097e+03,2.275e+03,3.793e+03
161.8,5.483e+02,1.036e+03,2.593e+03,4.178e+03
163.3,7.128e+02,7.888e+02,2.864e+03,4.365e+03
164.8,7.686e+02,6.682e+02,2.467e+03,3.903e+03
166.4,7.668e+02,8.131e+02,2.350e+03,3.929e+03
167.9,7.740e+02,7.972e+02,2.659e+03,4.230e+03
169.4,6.762e+02,8.122e+02,2.795e+03,4.283e+03
170.9,4.740e+02,1.050e+03,3.132e+03,4.656e+03
172.5,2.799e+02,1.467e+03,3.053e+03,4.799e+03
174.0,1.945e+02,1.563e+03,2.650e+03,4.407e+03
175.5,1.996e+02,1.199e+03,2.319e+03,3.718e+03
177.1,3.183e+02,7.316e+02,2.317e+03,3.367e+03
178.6,5.346e+02,6.447e+02,2.188e+03,3.367e+03
180.1,7.613e+02,7.027e+02,1.762e+03,3.226e+03
181.6,1.173e+03,8.279e+02,1.847e+03,3.848e+03
183.2,1.563e+03,9.790e+02,2.886e+03,5.428e+03
184.7,1.933e+03,1.076e+03,4.648e+03,7.657e+03
186.2,1.871e+03,9.178e+02,7.490e+03,1.028e+04
187.7,1.257e+03,7.276e+02,7.678e+03,9.663e+03
189.3,7.782e+02,6.485e+02,6.012e+03,7.439e+03
190.8,4.958e+02,5.156e+02,4.889e+03,5.901e+03
192.3,3.400e+02,4.369e+02,3.864e+03,4.641e+03
193.8,3.136e+02,4.582e+02,3.123e+03,3.895e+03
195.4,3.018e+02,5.165e+02,2.468e+03,3.286e+03
196.9,2.760e+02,5.730e+02,1.742e+03,2.591e+03
198.4,2.851e+02,6.465e+02,1.069e+03,2.001e+03
199.9,2.898e+02,6.923e+02,7.014e+02,1.683e+03
