freq,psd_x,psd_y,psd_z,psd_xyz
116.0,3.625e+03,1.456e+03,1.248e+05,1.299e+05
117.5,3.185e+03,1.055e+03,9.990e+04,1.041e+05
119.1,3.004e+03,1.056e+03,7.587e+04,7.993e+04
120.6,2.480e+03,2.055e+03,5.554e+04,6.007e+04
122.1,1.783e+03,3.561e+03,4.297e+04,4.832e+04
123.6,8.941e+02,4.399e+03,3.561e+04,4.090e+04
125.2,4.973e+02,4.251e+03,2.954e+04,3.429e+04
126.7,7.069e+02,4.297e+03,2.407e+04,2.907e+04
128.2,7.222e+02,4.027e+03,1.874e+04,2.349e+04
129.7,5.565e+02,3.232e+03,1.492e+04,1.870e+04
131.3,4.992e+02,2.189e+03,1.253e+04,1.522e+04
132.8,4.154e+02,1.067e+03,7.348e+03,8.831e+03
134.3,3.899e+02,5.895e+02,2.140e+03,3.120e+03
135.8,4.382e+02,8.954e+02,1.704e+03,3.038e+03
137.4,4.375e+02,1.088e+03,1.779e+03,3.305e+03
138.9,3.337e+02,1.092e+03,1.631e+03,3.056e+03
140.4,2.443e+02,1.293e+03,1.469e+03,3.006e+03
141.9,2.506e+02,1.681e+03,1.383e+03,3.315e+03
143.5,2.664e+02,1.719e+03,1.401e+03,3.387e+03
145.0,2.192e+02,1.806e+03,1.401e+03,3.426e+03
146.5,1.577e+02,2.174e+03,1.466e+03,3.798e+03
148.1,1.545e+02,3.233e+03,1.669e+03,5.056e+03
149.6,1.600e+02,4.932e+03,1.818e+03,6.910e+03
151.1,1.474e+02,5.916e+03,1.902e+03,7.966e+03
152.6,1.509e+02,5.179e+03,1.905e+03,7.235e+03
154.2,1.680e+02,3.977e+03,2.045e+03,6.190e+03
155.7,1.917e+02,2.836e+03,2.216e+03,5.243e+03
157.2,2.152e+02,2.218e+03,2.221e+03,4.653e+03
158.7,2.141e+02,1.994e+03,2.122e+03,4.331e+03
160.3,1.964e+02,2.326e+03,2.016e+03,4.538e+03
161.8,1.809e+02,2.829e+03,1.909e+03,4.919e+03
163.3,1.778e+02,3.179e+03,1.696e+03,5.054e+03
164.8,2.094e+02,3.790e+03,1.487e+03,5.486e+03
166.4,2.092e+02,3.560e+03,1.437e+03,5.206e+03
167.9,1.798e+02,1.182e+03,1.319e+03,2.680e+03
169.4,1.797e+02,9.876e+02,1.283e+03,2.450e+03
170.9,2.343e+02,9.351e+02,1.333e+03,2.502e+03
172.5,3.302e+02,5.585e+02,1.431e+03,2.320e+03
174.0,4.102e+02,2.907e+02,1.285e+03,1.986e+03
175.5,4.433e+02,1.962e+02,1.240e+03,1.880e+03
177.0,4.064e+02,1.759e+02,1.357e+03,1.939e+03
178.6,3.554e+02,1.413e+02,1.474e+03,1.971e+03
180.1,3.154e+02,1.071e+02,1.453e+03,1.876e+03
181.6,2.903e+02,9.436e+01,1.346e+03,1.731e+03
183.2,2.915e+02,1.063e+02,1.121e+03,1.519e+03
184.7,3.120e+02,1.263e+02,7.795e+02,1.218e+03
186.2,3.684e+02,1.501e+02,4.760e+02,9.945e+02
187.7,4.603e+02,1.517e+02,2.511e+02,8.631e+02
189.3,5.610e+02,1.444e+02,1.842e+02,8.896e+02
190.8,5.950e+02,1.627e+02,2.362e+02,9.940e+02
192.3,6.162e+02,2.660e+02,3.625e+02,1.245e+03
193.8,6.212e+02,3.286e+02,5.652e+02,1.515e+03
195.4,5.556e+02,3.209e+02,7.656e+02,1.642e+03
196.9,4.213e+02,2.427e+02,7.640e+02,1.428e+03
198.4,3.413e+02,1.795e+02,6.416e+02,1.162e+03
199.9,3.097e+02,1.408e+02,5.399e+02,9.904e+02
