freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.252e+00,2.974e+00,4.395e+02,4.467e+02
1.5,1.108e+01,1.200e+01,2.608e+02,2.839e+02
3.1,1.098e+01,1.279e+01,2.675e+01,5.052e+01
4.6,1.182e+01,1.380e+01,3.204e+02,3.460e+02
6.1,1.250e+01,1.747e+01,1.213e+03,1.243e+03
7.6,1.303e+01,2.195e+01,1.640e+03,1.675e+03
9.2,1.318e+01,1.937e+01,2.306e+03,2.338e+03
10.7,1.561e+01,2.094e+01,3.283e+03,3.320e+03
12.2,1.670e+01,2.347e+01,4.315e+03,4.355e+03
13.8,1.612e+01,2.417e+01,5.545e+03,5.586e+03
15.3,1.652e+01,2.107e+01,7.029e+03,7.066e+03
16.8,1.705e+01,1.901e+01,8.912e+03,8.948e+03
18.3,1.815e+01,2.131e+01,1.144e+04,1.148e+04
19.9,1.893e+01,2.327e+01,1.470e+04,1.475e+04
21.4,1.839e+01,2.558e+01,1.837e+04,1.841e+04
22.9,1.848e+01,2.436e+01,2.243e+04,2.247e+04
24.5,2.144e+01,2.342e+01,2.558e+04,2.562e+04
26.0,2.254e+01,2.883e+01,2.389e+04,2.394e+04
27.5,1.780e+01,2.666e+01,2.258e+04,2.263e+04
29.0,1.715e+01,2.185e+01,2.734e+04,2.738e+04
30.6,1.940e+01,2.316e+01,3.269e+04,3.273e+04
32.1,2.545e+01,2.487e+01,3.829e+04,3.834e+04
33.6,2.442e+01,2.541e+01,4.483e+04,4.488e+04
35.2,2.497e+01,2.164e+01,5.208e+04,5.213e+04
36.7,2.851e+01,1.956e+01,5.992e+04,5.996e+04
38.2,3.249e+01,2.077e+01,7.001e+04,7.006e+04
39.7,3.094e+01,2.393e+01,7.940e+04,7.946e+04
41.3,2.460e+01,2.912e+01,9.308e+04,9.313e+04
42.8,2.028e+01,3.323e+01,1.101e+05,1.101e+05
44.3,1.581e+01,3.419e+01,1.304e+05,1.305e+05
45.9,1.571e+01,4.158e+01,1.609e+05,1.609e+05
47.4,2.407e+01,5.725e+01,2.049e+05,2.050e+05
48.9,4.473e+01,8.415e+01,2.573e+05,2.574e+05
50.4,9.554e+01,1.347e+02,3.157e+05,3.159e+05
52.0,1.790e+02,2.586e+02,4.337e+05,4.341e+05
53.5,2.011e+02,4.893e+02,5.733e+05,5.740e+05
55.0,3.623e+02,4.989e+02,7.109e+05,7.117e+05
56.5,6.755e+02,4.244e+02,9.622e+05,9.633e+05
58.1,9.891e+02,5.558e+02,1.261e+06,1.262e+06
59.6,1.545e+03,7.987e+02,1.528e+06,1.530e+06
61.1,2.050e+03,1.115e+03,1.569e+06,1.572e+06
62.7,2.651e+03,1.453e+03,1.444e+06,1.448e+06
64.2,3.234e+03,1.716e+03,1.168e+06,1.173e+06
65.7,3.365e+03,2.061e+03,8.857e+05,8.911e+05
67.2,4.374e+03,2.176e+03,6.890e+05,6.956e+05
68.8,8.132e+03,2.059e+03,5.997e+05,6.099e+05
70.3,1.019e+04,2.058e+03,5.274e+05,5.397e+05
71.8,9.991e+03,1.929e+03,4.463e+05,4.582e+05
73.4,1.185e+04,1.922e+03,4.109e+05,4.247e+05
74.9,1.199e+04,1.527e+03,3.741e+05,3.876e+05
76.4,8.701e+03,8.662e+02,3.387e+05,3.483e+05
77.9,4.552e+03,4.988e+02,2.955e+05,3.006e+05
79.5,2.187e+03,6.501e+02,2.406e+05,2.435e+05
81.0,1.619e+03,9.245e+02,1.842e+05,1.868e+05
82.5,2.212e+03,1.200e+03,1.500e+05,1.534e+05
84.1,3.093e+03,1.251e+03,1.604e+05,1.647e+05
85.6,3.376e+03,9.133e+02,1.758e+05,1.801e+05
87.1,3.509e+03,7.287e+02,1.808e+05,1.850e+05
88.6,3.094e+03,4.362e+02,1.832e+05,1.867e+05
90.2,2.152e+03,3.229e+02,1.884e+05,1.909e+05
91.7,1.571e+03,2.915e+02,1.920e+05,1.939e+05
93.2,1.221e+03,2.481e+02,1.939e+05,1.954e+05
94.8,9.725e+02,3.828e+02,1.887e+05,1.900e+05
96.3,6.921e+02,6.600e+02,1.830e+05,1.844e+05
97.8,5.506e+02,1.081e+03,1.762e+05,1.778e+05
99.3,5.503e+02,1.327e+03,1.439e+05,1.458e+05
100.9,8.334e+02,1.065e+03,1.365e+05,1.384e+05
102.4,1.045e+03,1.194e+03,1.686e+05,1.708e+05
103.9,9.302e+02,1.574e+03,1.718e+05,1.743e+05
105.5,6.369e+02,2.145e+03,1.598e+05,1.625e+05
107.0,3.878e+02,3.495e+03,1.605e+05,1.644e+05
108.5,5.247e+02,4.352e+03,1.630e+05,1.678e+05
110.0,1.003e+03,4.847e+03,1.594e+05,1.652e+05
111.6,1.867e+03,4.822e+03,1.503e+05,1.570e+05
113.1,2.383e+03,3.965e+03,1.381e+05,1.445e+05
114.6,2.167e+03,2.967e+03,1.223e+05,1.274e+05
116.2,1.671e+03,2.674e+03,1.020e+05,1.064e+05
117.7,1.198e+03,2.664e+03,8.112e+04,8.498e+04
119.2,9.592e+02,2.385e+03,6.056e+04,6.391e+04
120.7,8.591e+02,2.943e+03,4.428e+04,4.809e+04
122.3,5.987e+02,3.881e+03,3.361e+04,3.809e+04
123.8,4.503e+02,3.788e+03,2.465e+04,2.889e+04
125.3,3.584e+02,2.484e+03,1.771e+04,2.055e+04
126.9,3.001e+02,1.799e+03,1.222e+04,1.431e+04
128.4,3.091e+02,1.924e+03,9.166e+03,1.140e+04
129.9,3.272e+02,1.727e+03,8.211e+03,1.026e+04
131.4,4.357e+02,1.058e+03,8.205e+03,9.699e+03
133.0,4.390e+02,8.128e+02,5.313e+03,6.565e+03
134.5,3.236e+02,8.759e+02,1.832e+03,3.032e+03
136.0,3.131e+02,1.067e+03,1.404e+03,2.785e+03
137.6,2.930e+02,1.132e+03,1.319e+03,2.744e+03
139.1,1.827e+02,1.058e+03,1.215e+03,2.456e+03
140.6,1.343e+02,1.245e+03,1.085e+03,2.465e+03
142.1,1.482e+02,1.457e+03,9.670e+02,2.572e+03
143.7,1.845e+02,1.387e+03,9.477e+02,2.520e+03
145.2,1.487e+02,1.291e+03,9.054e+02,2.345e+03
146.7,9.394e+01,1.400e+03,9.799e+02,2.474e+03
148.3,8.826e+01,1.527e+03,1.220e+03,2.835e+03
149.8,1.623e+02,2.056e+03,1.475e+03,3.693e+03
151.3,1.633e+02,2.334e+03,1.510e+03,4.007e+03
152.8,1.271e+02,2.083e+03,1.439e+03,3.649e+03
154.4,1.211e+02,1.633e+03,1.531e+03,3.285e+03
155.9,1.152e+02,1.071e+03,1.661e+03,2.848e+03
157.4,1.240e+02,6.614e+02,1.711e+03,2.496e+03
159.0,1.363e+02,4.246e+02,1.652e+03,2.213e+03
160.5,1.406e+02,2.968e+02,1.556e+03,1.993e+03
162.0,1.360e+02,2.630e+02,1.431e+03,1.830e+03
163.5,1.355e+02,2.603e+02,1.284e+03,1.680e+03
165.1,1.291e+02,2.684e+02,1.106e+03,1.503e+03
166.6,1.211e+02,2.764e+02,9.837e+02,1.381e+03
168.1,1.168e+02,1.948e+02,9.393e+02,1.251e+03
169.6,1.243e+02,1.838e+02,8.466e+02,1.155e+03
171.2,1.172e+02,3.141e+02,8.972e+02,1.329e+03
172.7,1.091e+02,2.731e+02,9.847e+02,1.367e+03
174.2,9.639e+01,1.659e+02,7.086e+02,9.709e+02
175.8,9.398e+01,1.580e+02,3.801e+02,6.321e+02
177.3,9.196e+01,1.990e+02,1.674e+02,4.583e+02
178.8,8.769e+01,2.589e+02,8.504e+01,4.316e+02
180.3,8.242e+01,2.665e+02,8.023e+01,4.292e+02
181.9,6.378e+01,2.028e+02,1.065e+02,3.731e+02
183.4,5.058e+01,1.371e+02,1.752e+02,3.629e+02
184.9,5.309e+01,1.204e+02,2.006e+02,3.741e+02
186.5,5.108e+01,1.836e+02,2.102e+02,4.449e+02
188.0,5.239e+01,1.906e+02,2.315e+02,4.744e+02
189.5,7.019e+01,9.422e+01,2.181e+02,3.825e+02
191.0,9.120e+01,7.438e+01,1.853e+02,3.509e+02
192.6,1.117e+02,8.533e+01,1.588e+02,3.557e+02
194.1,1.486e+02,8.090e+01,1.457e+02,3.752e+02
195.6,1.911e+02,7.709e+01,1.285e+02,3.967e+02
197.2,2.398e+02,9.486e+01,1.136e+02,4.483e+02
198.7,2.550e+02,1.488e+02,1.198e+02,5.235e+02
