freq,psd_x,psd_y,psd_z,psd_xyz
184.6,6.462e+02,3.916e+03,3.383e+02,4.900e+03
186.1,5.429e+02,3.655e+03,3.558e+02,4.554e+03
187.6,4.377e+02,3.589e+03,5.237e+02,4.550e+03
189.2,3.583e+02,3.862e+03,9.356e+02,5.156e+03
190.7,3.670e+02,4.633e+03,1.598e+03,6.598e+03
192.2,3.924e+02,3.642e+03,1.828e+03,5.862e+03
193.7,4.615e+02,2.581e+03,1.803e+03,4.846e+03
195.3,5.828e+02,2.086e+03,1.769e+03,4.438e+03
196.8,6.561e+02,1.591e+03,1.572e+03,3.820e+03
198.3,6.748e+02,1.329e+03,1.283e+03,3.287e+03
199.8,6.744e+02,1.198e+03,9.767e+02,2.849e+03
