freq,psd_x,psd_y,psd_z,psd_xyz
73.3,6.280e+04,9.001e+03,2.816e+02,7.208e+04
74.8,9.203e+04,1.309e+04,3.720e+02,1.055e+05
76.3,1.125e+05,2.379e+04,4.280e+02,1.367e+05
77.8,9.809e+04,3.291e+04,5.718e+02,1.316e+05
79.4,8.601e+04,3.799e+04,9.542e+02,1.250e+05
80.9,8.575e+04,4.622e+04,1.389e+03,1.334e+05
82.4,8.967e+04,6.027e+04,1.278e+03,1.512e+05
83.9,1.060e+05,8.473e+04,8.392e+02,1.915e+05
85.5,1.312e+05,1.228e+05,5.021e+02,2.545e+05
87.0,1.416e+05,1.584e+05,3.588e+02,3.003e+05
88.5,1.315e+05,1.746e+05,4.945e+02,3.066e+05
90.0,1.156e+05,1.759e+05,7.811e+02,2.923e+05
91.6,1.024e+05,1.727e+05,1.148e+03,2.762e+05
93.1,9.518e+04,1.700e+05,1.652e+03,2.669e+05
94.6,8.855e+04,1.665e+05,2.058e+03,2.571e+05
96.2,8.409e+04,1.641e+05,2.033e+03,2.502e+05
97.7,8.139e+04,1.591e+05,1.775e+03,2.423e+05
99.2,7.773e+04,1.501e+05,1.316e+03,2.292e+05
100.7,6.899e+04,1.387e+05,8.993e+02,2.085e+05
102.3,6.081e+04,1.235e+05,1.441e+03,1.858e+05
103.8,4.994e+04,9.853e+04,1.828e+03,1.503e+05
105.3,3.899e+04,7.545e+04,1.941e+03,1.164e+05
106.8,3.819e+04,7.450e+04,1.880e+03,1.146e+05
108.4,4.521e+04,8.708e+04,1.922e+03,1.342e+05
109.9,4.429e+04,7.984e+04,1.409e+03,1.255e+05
111.4,3.799e+04,6.633e+04,2.006e+03,1.063e+05
112.9,3.072e+04,5.356e+04,3.457e+03,8.774e+04
114.5,2.444e+04,4.282e+04,4.345e+03,7.161e+04
116.0,2.175e+04,4.011e+04,3.585e+03,6.545e+04
117.5,1.999e+04,3.813e+04,2.350e+03,6.047e+04
119.0,1.686e+04,3.400e+04,1.804e+03,5.266e+04
120.6,1.543e+04,3.540e+04,1.025e+03,5.186e+04
122.1,1.528e+04,3.785e+04,3.600e+02,5.349e+04
123.6,1.529e+04,3.709e+04,1.949e+02,5.257e+04
125.2,1.586e+04,3.240e+04,1.970e+02,4.846e+04
126.7,1.681e+04,2.542e+04,2.011e+02,4.243e+04
128.2,1.691e+04,1.878e+04,1.599e+02,3.584e+04
129.7,1.496e+04,1.470e+04,1.422e+02,2.980e+04
131.3,1.184e+04,1.544e+04,1.275e+02,2.742e+04
132.8,6.241e+03,1.151e+04,1.184e+02,1.787e+04
134.3,1.136e+03,2.116e+03,1.370e+02,3.389e+03
135.8,4.757e+02,7.403e+02,1.676e+02,1.384e+03
137.4,4.248e+02,7.614e+02,2.033e+02,1.389e+03
138.9,3.784e+02,1.103e+03,2.427e+02,1.724e+03
140.4,2.485e+02,1.514e+03,2.312e+02,1.994e+03
141.9,1.527e+02,1.831e+03,1.789e+02,2.162e+03
143.5,8.823e+01,2.069e+03,1.371e+02,2.295e+03
145.0,5.933e+01,2.258e+03,1.321e+02,2.449e+03
146.5,4.262e+01,2.214e+03,1.204e+02,2.377e+03
148.0,3.736e+01,2.270e+03,1.024e+02,2.410e+03
149.6,3.660e+01,2.434e+03,9.705e+01,2.568e+03
151.1,3.830e+01,2.700e+03,1.025e+02,2.841e+03
152.6,3.319e+01,2.822e+03,1.053e+02,2.961e+03
154.2,2.483e+01,2.739e+03,9.375e+01,2.857e+03
155.7,2.444e+01,2.496e+03,8.249e+01,2.603e+03
157.2,2.676e+01,2.403e+03,8.172e+01,2.511e+03
158.7,2.914e+01,2.340e+03,8.939e+01,2.459e+03
160.3,3.082e+01,2.241e+03,1.151e+02,2.387e+03
161.8,3.396e+01,2.348e+03,1.676e+02,2.550e+03
163.3,3.635e+01,2.849e+03,2.000e+02,3.085e+03
164.8,3.035e+01,2.656e+03,1.417e+02,2.828e+03
166.4,2.855e+01,2.331e+03,1.021e+02,2.462e+03
167.9,2.765e+01,2.414e+03,1.395e+02,2.581e+03
169.4,2.803e+01,2.508e+03,2.096e+02,2.746e+03
170.9,2.871e+01,2.727e+03,2.035e+02,2.959e+03
172.5,2.983e+01,3.210e+03,2.100e+02,3.450e+03
174.0,3.119e+01,3.381e+03,2.104e+02,3.623e+03
175.5,3.125e+01,3.325e+03,1.912e+02,3.548e+03
177.0,3.191e+01,3.204e+03,1.856e+02,3.421e+03
178.6,3.343e+01,3.084e+03,1.983e+02,3.316e+03
180.1,3.824e+01,3.081e+03,2.111e+02,3.330e+03
181.6,4.077e+01,2.991e+03,2.139e+02,3.245e+03
183.2,3.997e+01,2.811e+03,2.131e+02,3.064e+03
184.7,4.256e+01,2.608e+03,2.147e+02,2.865e+03
186.2,3.896e+01,2.523e+03,2.234e+02,2.785e+03
187.7,2.912e+01,2.401e+03,1.841e+02,2.614e+03
189.3,3.474e+01,2.349e+03,1.603e+02,2.544e+03
190.8,3.859e+01,2.233e+03,1.518e+02,2.424e+03
192.3,4.446e+01,2.189e+03,1.554e+02,2.389e+03
193.8,4.873e+01,2.091e+03,1.432e+02,2.283e+03
195.4,5.386e+01,1.965e+03,1.153e+02,2.134e+03
196.9,6.495e+01,1.927e+03,1.205e+02,2.112e+03
198.4,6.608e+01,1.907e+03,1.697e+02,2.143e+03
199.9,6.328e+01,1.936e+03,2.344e+02,2.233e+03
