freq,psd_x,psd_y,psd_z,psd_xyz
134.2,8.743e+02,1.872e+03,3.846e+03,6.592e+03
135.7,7.179e+02,1.521e+03,2.438e+03,4.677e+03
137.3,7.486e+02,1.413e+03,2.417e+03,4.578e+03
138.8,8.001e+02,1.286e+03,2.304e+03,4.390e+03
140.3,8.756e+02,1.280e+03,2.224e+03,4.380e+03
141.8,7.974e+02,1.590e+03,2.223e+03,4.611e+03
143.4,7.851e+02,2.063e+03,2.283e+03,5.131e+03
144.9,8.942e+02,2.366e+03,2.288e+03,5.548e+03
146.4,1.001e+03,2.419e+03,2.179e+03,5.599e+03
147.9,1.174e+03,2.572e+03,2.242e+03,5.988e+03
149.5,1.368e+03,2.691e+03,2.432e+03,6.491e+03
151.0,1.258e+03,2.684e+03,2.325e+03,6.267e+03
152.5,9.154e+02,2.693e+03,2.007e+03,5.616e+03
154.0,6.480e+02,2.775e+03,1.800e+03,5.224e+03
155.6,4.868e+02,2.954e+03,1.653e+03,5.093e+03
157.1,3.788e+02,3.361e+03,1.586e+03,5.326e+03
158.6,3.101e+02,3.499e+03,1.532e+03,5.341e+03
160.1,2.912e+02,3.557e+03,1.472e+03,5.320e+03
161.7,3.131e+02,3.887e+03,1.403e+03,5.603e+03
163.2,3.700e+02,4.340e+03,1.279e+03,5.989e+03
164.7,4.213e+02,4.609e+03,1.373e+03,6.403e+03
166.2,4.527e+02,4.901e+03,1.436e+03,6.789e+03
167.8,4.797e+02,4.890e+03,1.460e+03,6.829e+03
169.3,5.211e+02,4.555e+03,1.384e+03,6.459e+03
170.8,6.211e+02,4.180e+03,1.697e+03,6.498e+03
172.3,7.179e+02,4.930e+03,3.248e+03,8.896e+03
173.9,6.535e+02,5.277e+03,3.890e+03,9.821e+03
175.4,5.531e+02,4.738e+03,3.816e+03,9.107e+03
176.9,5.080e+02,4.749e+03,3.495e+03,8.753e+03
178.4,4.811e+02,4.870e+03,2.865e+03,8.217e+03
180.0,4.578e+02,4.700e+03,2.090e+03,7.248e+03
181.5,5.075e+02,4.899e+03,1.538e+03,6.944e+03
183.0,5.363e+02,4.940e+03,1.036e+03,6.512e+03
184.5,5.389e+02,4.636e+03,6.977e+02,5.872e+03
186.1,5.121e+02,4.597e+03,6.341e+02,5.743e+03
187.6,5.064e+02,4.616e+03,9.536e+02,6.076e+03
189.1,5.631e+02,4.531e+03,1.877e+03,6.971e+03
190.6,6.173e+02,4.478e+03,3.317e+03,8.412e+03
192.2,6.686e+02,4.315e+03,4.955e+03,9.939e+03
193.7,6.771e+02,3.548e+03,5.997e+03,1.022e+04
195.2,6.600e+02,2.905e+03,6.099e+03,9.664e+03
196.8,5.714e+02,2.436e+03,5.667e+03,8.674e+03
198.3,4.797e+02,2.182e+03,4.820e+03,7.481e+03
199.8,4.369e+02,1.985e+03,3.741e+03,6.163e+03
